Detail,prix,address,image_lien,nombre_chambre,superficie(m²)
Jolie appartement à louer,170000,"Mbao,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Des studios et mini studios à louer à la Zone A (Point E),300000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,1,100
Grand appartement de 03 ch salon à louer au mariste,600000,"Hann maristes,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,250
Magnifique appartement à louer à sacre coeur,500000,"Sicap Sacré-cœur,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Magnifique studio à louer à fann résidence,900000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,1,200
F4 neuf ouakam corniche,450000,"Ouakam,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Appartement F4 vide aux almadies,1500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Appartement a louer a Ngor,350000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,150
Appartement F5 Vue sur Mer à la corniche,3500000,"Fenêtre mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,375
JOLI APPARTEMENT AUX MAMELLES,600000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,160
Apparemment à louer F3 cité SIR (SEDIMA),135000,"Almadies 2,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,110
Jolie appartement Ngor almadies proche de l’école Bilingue,550000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Apparemment F5 à louer aux almadies,1300000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,300
Appartement vue mer F4 à louer virage,1500000,"Yoff,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
Appartement F4 aux Almadies,1550000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Très joli F3 aux Mamelles(Cité Mbakiou Faye),600000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,110
Joli appart F6 jamais habité à la cité Africa,2300000,"Ouakam,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,250
Appart F4 haut standing aux Mamelles,1200000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,157
F4 moderne de 165m² aux mamelles,700000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,165
Appartement f4 avec vue sur mer à louer à Hann Marinas,800000,"Hann marinas,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,219
Bel appartement sur la corniche proche du Lycée Jean Mermoz,2600000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,270
F3 haut standing sur la Corniche Est au Plateau,2200000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,140
Appartement de haut standing vue sur mer au plateau,3500000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,5,330
Magnifique F3 face à la mer sur la Corniche Est Plateau,2200000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,140
Fann Residence,1990000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,300
Joli appartement neuf zone calme,1000000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Standing appartement a louer a ngor virage,1500000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Location appartement 3 pieces,200000,"Ngaparou,Thiès",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,100
Duplex 4 chambres à louer Mermoz,1500000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,280
Appartement 3 chambres salon à louer à Biagui Virage,1000000,"Cité biagui,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,175
Appartements a louer,400000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,87
Magnifique appartement a louer a Mermoz,850000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,180
Appartement F4 sis à ouakam avenue Cheikh Anta Diop,1250000,"Ouakam,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,150,150
Appartement F4 à louer aux almadies,1500000,"Autres,Autres",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Apartement à louer Ngor Almadie,900000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
F4 À LOUER,350000,"VDN,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
4 CHAMBRES A LOUER AUX ALMADIES,2300000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,300
APPARTEMENTS 3 CHAMBRES NEUFS NGOR-ALMADIES,725200,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,170
VILLA DUPLEX A YOFF AEROPORT,900000,"Yoff,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,300
Apartement à louer à fan Mermoz,1000000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
3 CHAMBRES A LOUER A NGOR-ALMADIES,750000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
Des apparrements de luxes pour un confort optimal,1600000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,220
Appartement à louer à Zac Mbao Cité SONATEL,175000,"Zac Mbao,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,100
Appartement neuf aux almadies,1200000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
Studio à louer,30000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,1,45
Appartement haut standing avec piscine,1700000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,300
Très beau appartement de f4 à keur Gorgui,800000,"Cité keur gorgui,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,300
Apartement à louer sur la corniche des Almadies,2300000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Appartement à louer,1550000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,230
Appartement f4 a loué mamelle,500000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
Corniche fan résidence,2500000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,3
Magnifique DUPLEX à louer aux almadies avec vue mer,1500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,240
Magnifique appartement centre ville avec vue mer,3800000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,5,325
Appartement à louer aux Almadies a côté de king fahd,2300000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,200
Apartement 4 chambres salon à louer aux virages,1500000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,300
Bureaux haut de gamme aux almadies.,1400000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,180
Appartement standing F3 à keur Gorgui,500000,"Cité keur gorgui,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,135
APPARTEMENT CORNICHE MAMEL,475000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,170
Appartement 3 chambres salon climatisé aux Mamelles,500000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Joli appartement à louer à ngor virage zone calme,700000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,250
Appartements Neufs a louer Mamelles,550000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
Appart cité keur Damél F3,250000,"Yoff,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,150
Joli appartement à aéroport hangar,375000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
APPARTEMENT GRAND STANDING AUX MAMELLES,1200000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,204
F4 À LOUER,500000,"VDN,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Jolis appartements à louer,135000,"Zac Mbao,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,75
Beau duplex en bord de mer à Mermoz,2800000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Apparts et studios à louer aux Hlm Grand Medine,200000,"VDN,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,100
Appartement F3 avec terrasse à louer,650000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,120
Appartement neuf à louer au Point E,1700000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,207,207
Appartement neuf jamais habité à Amitié 3,1500000,"Amitié,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,430,430
Bel appartement F3 à louer au Point E,900000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,115,115
Appartement à louer au Virage,1600000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,255,255
Appartement 3 chambres salon au 5e étage Almadies,1000000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,190
Appartement 3 chambres Almadies,1000000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,194
Appartement 3 chambres salon à louer aux Almadies,1400000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,240
Appartement 4 chambres salon (235m2) au Virage,1500000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,235
Joli Immeuble neuf: F3 avec ascenseur,375000,"Hann maristes,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,175
Standing appartement a ngor virage,400000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,150
villa à louer à la citée cipress mbao,500000,"Mbao,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,5,200
Appartement F4 à louer Maristes,450000,"Hann maristes,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,250
Superbe appartement F4 vue sur mer,2000000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Superbe F4 au Point E,1200000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,180
Joli appartement F4 a Ngor Almadies,400000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
Joli duplex F4 au Almadies,1500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Appartement grand standing à louer à Fenêtre Mermoz,2200000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,300
BEL APPARTEMENT F4 AU POINT E,700000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
Très beau studio F2 bien placé,500000,"Sacré-cœur,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,1,70
Magnifique villa aux almadies,2500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,600
Très beaux F3 au Point E,900000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,115
Appartement a louer a Nord foire,250000,"Nord foire,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,120
BEL APPT A LOUER MARISTE II,250000,"Hann maristes,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,150
Des apparts à usage commercial à Sacré Coeur 3 Vdn,350000,"Sacré-cœur,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,100
STUDIO A LOUER A LA CITE DOUANES DE GOLF NORD,200000,"Golf,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,1,58
